,Time,Country,Young to Working Age Dependency Ratio
788,1983,Indonesia,68.87673945893499
789,1984,Indonesia,67.67244736592389
790,1985,Indonesia,66.36788364345685
791,1986,Indonesia,64.96095999970792
792,1987,Indonesia,63.53804486149402
793,1988,Indonesia,62.137794481673694
794,1989,Indonesia,60.767328870167404
795,1990,Indonesia,59.395755534824865
796,1991,Indonesia,58.050556901518746
797,1992,Indonesia,56.73881725529108
798,1993,Indonesia,55.42027514912058
799,1994,Indonesia,54.12901393923924
800,1995,Indonesia,52.88745557859923
801,1996,Indonesia,51.71465866440007
802,1997,Indonesia,50.600880791469784
803,1998,Indonesia,49.523112151246366
804,1999,Indonesia,48.481285076622775
805,2000,Indonesia,47.551527906602544
806,2001,Indonesia,46.7774177286069
807,2002,Indonesia,46.074613019445515
808,2003,Indonesia,45.38809742368047
809,2004,Indonesia,44.735244925348965
810,2005,Indonesia,44.17132691587754
811,2006,Indonesia,43.67406786479548
812,2007,Indonesia,43.243731384859586
813,2008,Indonesia,42.8784018824128
814,2009,Indonesia,42.501833969581234
815,2010,Indonesia,42.102855690460764
816,2011,Indonesia,41.714306219777534
817,2012,Indonesia,41.33264612683237
818,2013,Indonesia,40.93328533562822
819,2014,Indonesia,40.5408866916983
820,2015,Indonesia,40.14980480021813
821,2016,Indonesia,39.743639862643384
822,2017,Indonesia,39.33119478739052
823,2018,Indonesia,38.91489575366371
824,2019,Indonesia,38.49501126711621
825,2020,Indonesia,38.06178484275635
826,2021,Indonesia,37.60706444349374
827,2022,Indonesia,37.10309242272416
828,2023,Indonesia,36.54110876081618
829,2024,Indonesia,35.971738152394835
830,2025,Indonesia,35.42207494375464
831,2026,Indonesia,34.84938151754297
832,2027,Indonesia,34.253185362408225
833,2028,Indonesia,33.710258004160224
834,2029,Indonesia,33.23839349186245
835,2030,Indonesia,32.8240020720923
836,2031,Indonesia,32.467802677581794
837,2032,Indonesia,32.16655549407942
838,2033,Indonesia,31.912688969274168
839,2034,Indonesia,31.686359535978102
840,2035,Indonesia,31.48443558312438
841,2036,Indonesia,31.309953415533524
842,2037,Indonesia,31.15800418450568
843,2038,Indonesia,31.02711444199539
844,2039,Indonesia,30.91005187046806
845,2040,Indonesia,30.79748005462042
846,2041,Indonesia,30.690417711777044
847,2042,Indonesia,30.591488856528155
848,2043,Indonesia,30.495472272956746
849,2044,Indonesia,30.393110819170616
850,2045,Indonesia,30.28165302022197
851,2046,Indonesia,30.16511579148432
852,2047,Indonesia,30.045078724575035
853,2048,Indonesia,29.912579266785794
854,2049,Indonesia,29.768975206350166
855,2050,Indonesia,29.606512411714096
856,2051,Indonesia,29.41659462992906
857,2052,Indonesia,29.21656281859324
858,2053,Indonesia,29.011808841774823
859,2054,Indonesia,28.801149619306738
860,2055,Indonesia,28.58752573900783
861,2056,Indonesia,28.379101711451888
862,2057,Indonesia,28.175225581032187
863,2058,Indonesia,27.974008941821687
864,2059,Indonesia,27.7902939542491
865,2060,Indonesia,27.62632340402514
866,2061,Indonesia,27.474544393832286
867,2062,Indonesia,27.338089466511633
868,2063,Indonesia,27.2202771153915
869,2064,Indonesia,27.112240810895944
870,2065,Indonesia,27.01233842933717
871,2066,Indonesia,26.92278463158103
872,2067,Indonesia,26.843666953133503
873,2068,Indonesia,26.77613312390754
874,2069,Indonesia,26.71763163940424
875,2070,Indonesia,26.670209899891105
876,2071,Indonesia,26.636005806845642
877,2072,Indonesia,26.615786042365748
878,2073,Indonesia,26.600557478084124
879,2074,Indonesia,26.58375762325294
880,2075,Indonesia,26.56631870590199
881,2076,Indonesia,26.550979597332834
882,2077,Indonesia,26.53813372533621
883,2078,Indonesia,26.515779984553838
884,2079,Indonesia,26.479261751216644
885,2080,Indonesia,26.435131402340584
886,2081,Indonesia,26.386057006628683
887,2082,Indonesia,26.32457595224644
888,2083,Indonesia,26.252246412707812
889,2084,Indonesia,26.17912296422846
890,2085,Indonesia,26.102239843065078
891,2086,Indonesia,26.016090717590952
892,2087,Indonesia,25.92772931410921
893,2088,Indonesia,25.843356878617733
894,2089,Indonesia,25.76069601611499
895,2090,Indonesia,25.680365932526843
896,2091,Indonesia,25.604841811983707
897,2092,Indonesia,25.536303712910748
898,2093,Indonesia,25.47191585973797
899,2094,Indonesia,25.416091325189765
900,2095,Indonesia,25.367582339459233
901,2096,Indonesia,25.31941363923742
902,2097,Indonesia,25.276452100534623
903,2098,Indonesia,25.242941565805076
904,2099,Indonesia,25.218714482792848
905,2100,Indonesia,25.203044836081155
906,1950,Japan,59.241148950567776
907,1951,Japan,58.25080472418017
908,1952,Japan,57.07484607998657
909,1953,Japan,55.988292490595384
910,1954,Japan,54.97365225594603
911,1955,Japan,53.67549447051611
912,1956,Japan,51.89019526145513
913,1957,Japan,49.92621450647693
914,1958,Japan,48.143887654049465
915,1959,Japan,46.63073782779736
916,1960,Japan,45.581691513618736
917,1961,Japan,44.7248663136476
918,1962,Japan,43.020062226143175
919,1963,Japan,40.64548692900354
920,1964,Japan,38.42099960262125
921,1965,Japan,36.81112185541453
922,1966,Japan,35.55122084059775
923,1967,Japan,34.6597347205762
924,1968,Japan,34.30300021513546
925,1969,Japan,34.078086098959794
926,1970,Japan,33.97182494723972
927,1971,Japan,34.01248580777384
928,1972,Japan,34.276328334927065
929,1973,Japan,34.64034161353826
930,1974,Japan,34.95217271839298
931,1975,Japan,35.16559835777529
932,1976,Japan,35.245827574318376
933,1977,Japan,35.199050491948064
934,1978,Japan,35.01426635479658
935,1979,Japan,34.67514631192804
936,1980,Japan,34.16428219654637
937,1981,Japan,33.85475851344977
938,1982,Japan,33.40496210737221
939,1983,Japan,32.57410913224732
940,1984,Japan,31.7709736713873
941,1985,Japan,30.928963958702372
942,1986,Japan,29.982992169082685
943,1987,Japan,28.93111018274438
944,1988,Japan,27.804229690725574
945,1989,Japan,26.663445835431602
946,1990,Japan,25.634248685775553
947,1991,Japan,24.773533974445563
948,1992,Japan,24.050876967702308
949,1993,Japan,23.41344331662201
950,1994,Japan,22.883107018596988
951,1995,Japan,22.45030697130987
952,1996,Japan,22.112218429418956
953,1997,Japan,21.85524594356812
954,1998,Japan,21.614334939623507
955,1999,Japan,21.380221956547704
956,2000,Japan,21.19128001307276
957,2001,Japan,21.07707354087123
958,2002,Japan,20.981858415915653
959,2003,Japan,20.866685418468727
960,2004,Japan,20.77589973501304
961,2005,Japan,20.752378766214843
962,2006,Japan,20.784118392903338
963,2007,Japan,20.843474712041274
964,2008,Japan,20.911995785689637
965,2009,Japan,20.930147106269654
966,2010,Japan,20.88700407126511
967,2011,Japan,20.834314272858837
968,2012,Japan,20.859895458165656
969,2013,Japan,20.973589278919246
970,2014,Japan,21.084589331738176
971,2015,Japan,21.123062155353864
972,2016,Japan,21.08099058301656
973,2017,Japan,20.97074507161089
974,2018,Japan,20.796946447286615
975,2019,Japan,20.58385858105976
976,2020,Japan,20.36834235730338
977,2021,Japan,20.14746620045566
978,2022,Japan,19.883983747312378
979,2023,Japan,19.617182534427855
980,2024,Japan,19.37256005657988
981,2025,Japan,19.14445430231126
982,2026,Japan,18.94152732796468
983,2027,Japan,18.772481366221115
984,2028,Japan,18.62339060367746
985,2029,Japan,18.509740606660174
986,2030,Japan,18.429398938997497
987,2031,Japan,18.337678344863527
988,2032,Japan,18.34910071180755
989,2033,Japan,18.50111240845343
990,2034,Japan,18.706818900636936
991,2035,Japan,18.947307899507535
992,2036,Japan,19.202153788112014
993,2037,Japan,19.48663263232874
994,2038,Japan,19.797254650990475
995,2039,Japan,20.11282660806261
996,2040,Japan,20.408506562725396
997,2041,Japan,20.674308638956035
998,2042,Japan,20.90524292554779
999,2043,Japan,21.103426314224777
1000,2044,Japan,21.270485852633225
1001,2045,Japan,21.405825697250595
1002,2046,Japan,21.50588889775013
1003,2047,Japan,21.57707595897739
1004,2048,Japan,21.629017436111
1005,2049,Japan,21.660837976054662
1006,2050,Japan,21.672793559025074
1007,2051,Japan,21.66306632605889
1008,2052,Japan,21.63999364956864
1009,2053,Japan,21.608445748852557
1010,2054,Japan,21.552307870034255
1011,2055,Japan,21.470508152391226
1012,2056,Japan,21.38310300172252
1013,2057,Japan,21.29883040063999
1014,2058,Japan,21.222739223883107
1015,2059,Japan,21.165522155897833
1016,2060,Japan,21.120818507215507
1017,2061,Japan,21.092814625434965
1018,2062,Japan,21.09030071600288
1019,2063,Japan,21.108743815980567
1020,2064,Japan,21.143939671597103
1021,2065,Japan,21.199154090740237
1022,2066,Japan,21.273835929585363
1023,2067,Japan,21.35615650148932
1024,2068,Japan,21.448797204458632
1025,2069,Japan,21.556489393228155
1026,2070,Japan,21.675446851839673
1027,2071,Japan,21.804212309655156
1028,2072,Japan,21.94424170846551
1029,2073,Japan,22.08829558671466
1030,2074,Japan,22.234167761044663
1031,2075,Japan,22.37923502395292
1032,2076,Japan,22.508054168654326
1033,2077,Japan,22.620328086307723
1034,2078,Japan,22.725545627709913
1035,2079,Japan,22.818955147748056
1036,2080,Japan,22.900163026348004
1037,2081,Japan,22.966283776807668
1038,2082,Japan,22.995979910916937
1039,2083,Japan,22.98397158935168
1040,2084,Japan,22.94589816015592
1041,2085,Japan,22.894916879390248
1042,2086,Japan,22.835682318947004
1043,2087,Japan,22.76832991261449
1044,2088,Japan,22.702105826825903
1045,2089,Japan,22.63556608326944
1046,2090,Japan,22.569254128960623
1047,2091,Japan,22.511290360973142
1048,2092,Japan,22.457898866964772
1049,2093,Japan,22.412685442116192
1050,2094,Japan,22.381296995052974
1051,2095,Japan,22.36401820437393
1052,2096,Japan,22.35277867511101
1053,2097,Japan,22.35275972299125
1054,2098,Japan,22.37219626853567
1055,2099,Japan,22.400629859729506
1056,2100,Japan,22.436618539624448
1057,1950,Mexico,83.48091774106841
1058,1951,Mexico,84.47855924655123
1059,1952,Mexico,85.5709625872336
1060,1953,Mexico,86.69420240399285
1061,1954,Mexico,87.74577029132712
1062,1955,Mexico,88.68020180763311
1063,1956,Mexico,89.45970363390057
1064,1957,Mexico,90.1301094589883
1065,1958,Mexico,90.78571610148973
1066,1959,Mexico,91.42339382180755
1067,1960,Mexico,92.14764500400355
1068,1961,Mexico,92.89061530479422
1069,1962,Mexico,93.46844270533464
1070,1963,Mexico,93.85828329464174
1071,1964,Mexico,94.17848704410885
1072,1965,Mexico,94.58030010678394
1073,1966,Mexico,94.99611394715669
1074,1967,Mexico,95.3260586766192
1075,1968,Mexico,95.57042386905897
1076,1969,Mexico,95.7483695321536
1077,1970,Mexico,95.83996190491185
1078,1971,Mexico,95.46654399975466
1079,1972,Mexico,94.67862912544736
1080,1973,Mexico,93.864842136056
1081,1974,Mexico,93.01304536138484
1082,1975,Mexico,92.12766655418861
1083,1976,Mexico,91.19371470861556
1084,1977,Mexico,90.16458486523369
1085,1978,Mexico,89.00294911109322
1086,1979,Mexico,87.66889338105658
1087,1980,Mexico,86.14533033741367
1088,1981,Mexico,84.5096676346623
1089,1982,Mexico,82.86854493417084
1090,1983,Mexico,81.21516384645346
1091,1984,Mexico,79.51888060946908
1092,1985,Mexico,77.80293338315357
1093,1986,Mexico,76.02163945452065
1094,1987,Mexico,74.15311129749944
1095,1988,Mexico,72.29592451952917
1096,1989,Mexico,70.4976830128617
1097,1990,Mexico,68.69672009728883
1098,1991,Mexico,66.92698175958795
1099,1992,Mexico,65.33925433193275
1100,1993,Mexico,63.97993432079574
1101,1994,Mexico,62.765611988961076
1102,1995,Mexico,61.64543001625162
1103,1996,Mexico,60.56127765526574
1104,1997,Mexico,59.46541115335408
1105,1998,Mexico,58.400602066162456
1106,1999,Mexico,57.363380469404504
1107,2000,Mexico,56.354318743173415
1108,2001,Mexico,55.39287652643179
1109,2002,Mexico,54.44749123714274
1110,2003,Mexico,53.5162123405666
1111,2004,Mexico,52.55441853030266
1112,2005,Mexico,51.543889141424295
1113,2006,Mexico,50.52773613092606
1114,2007,Mexico,49.53264804437714
1115,2008,Mexico,48.5822414643359
1116,2009,Mexico,47.66190642192419
1117,2010,Mexico,46.73652760225492
1118,2011,Mexico,45.85738009086611
1119,2012,Mexico,44.998062040582326
1120,2013,Mexico,44.09067427836242
1121,2014,Mexico,43.15863823987803
1122,2015,Mexico,42.213738101937075
1123,2016,Mexico,41.30713705239005
1124,2017,Mexico,40.454539924647534
1125,2018,Mexico,39.60679376182588
1126,2019,Mexico,38.77351841832046
1127,2020,Mexico,38.019294386613105
1128,2021,Mexico,37.29178271238783
1129,2022,Mexico,36.485305769131614
1130,2023,Mexico,35.6411614546561
1131,2024,Mexico,34.819707326091795
1132,2025,Mexico,34.023590261522074
1133,2026,Mexico,33.254871289246886
1134,2027,Mexico,32.5166731069325
1135,2028,Mexico,31.8155123505594
1136,2029,Mexico,31.161647825508766
1137,2030,Mexico,30.55630239493854
1138,2031,Mexico,30.01216497580431
1139,2032,Mexico,29.54436251510828
1140,2033,Mexico,29.161364423840215
1141,2034,Mexico,28.861417498757643
1142,2035,Mexico,28.595162579209866
1143,2036,Mexico,28.381621903724717
1144,2037,Mexico,28.22853462493361
1145,2038,Mexico,28.080757952663376
1146,2039,Mexico,27.928835627393685
1147,2040,Mexico,27.77396603263594
1148,2041,Mexico,27.61691652585643
1149,2042,Mexico,27.460134677456367
1150,2043,Mexico,27.297381681555986
1151,2044,Mexico,27.119226313966173
1152,2045,Mexico,26.929696355933704
1153,2046,Mexico,26.730206089700857
1154,2047,Mexico,26.523431079669145
1155,2048,Mexico,26.309548867447894
1156,2049,Mexico,26.086282858270433
1157,2050,Mexico,25.866295762178805
1158,2051,Mexico,25.65230371707099
1159,2052,Mexico,25.441598778654374
1160,2053,Mexico,25.242415930098787
1161,2054,Mexico,25.05733691030297
1162,2055,Mexico,24.88368576868204
1163,2056,Mexico,24.72367233384046
1164,2057,Mexico,24.577411341991834
1165,2058,Mexico,24.449943311601345
1166,2059,Mexico,24.340027732601634
1167,2060,Mexico,24.241545505797713
1168,2061,Mexico,24.15455623510969
1169,2062,Mexico,24.077996979211935
1170,2063,Mexico,24.022453373830345
1171,2064,Mexico,23.98675520873057
1172,2065,Mexico,23.958738920163274
1173,2066,Mexico,23.933853927009782
1174,2067,Mexico,23.91540309623674
1175,2068,Mexico,23.908252676480064
1176,2069,Mexico,23.910580490527998
1177,2070,Mexico,23.919980876799894
1178,2071,Mexico,23.933793137004557
1179,2072,Mexico,23.949844715314075
1180,2073,Mexico,23.963946216764644
1181,2074,Mexico,23.97851742133394
1182,2075,Mexico,23.989773885981418
1183,2076,Mexico,23.998403101170616
1184,2077,Mexico,24.00647021531894
1185,2078,Mexico,24.01040544732115
1186,2079,Mexico,24.01270741867803
1187,2080,Mexico,24.010832452397935
1188,2081,Mexico,24.010947176290358
1189,2082,Mexico,24.002143297165656
1190,2083,Mexico,23.971940141962545
1191,2084,Mexico,23.927128169296545
1192,2085,Mexico,23.876372635497216
1193,2086,Mexico,23.818973650181317
1194,2087,Mexico,23.756329817151308
1195,2088,Mexico,23.701183613304337
1196,2089,Mexico,23.655876095772335
1197,2090,Mexico,23.62288136065292
1198,2091,Mexico,23.59505811069786
1199,2092,Mexico,23.566779203228798
1200,2093,Mexico,23.543648176190928
1201,2094,Mexico,23.523405060168724
1202,2095,Mexico,23.511150292042768
1203,2096,Mexico,23.50721964055269
1204,2097,Mexico,23.514970440623372
1205,2098,Mexico,23.52765887421528
1206,2099,Mexico,23.540908656668638
1207,2100,Mexico,23.559479825354792
1208,1950,Nigeria,75.01584151887619
1209,1951,Nigeria,74.73521196593438
1210,1952,Nigeria,74.45840786190314
1211,1953,Nigeria,74.23388525937675
1212,1954,Nigeria,74.07595501600363
1213,1955,Nigeria,73.96389769360334
1214,1956,Nigeria,73.88818270589248
1215,1957,Nigeria,73.83052029237919
1216,1958,Nigeria,73.80713881995187
1217,1959,Nigeria,73.75890092600575
1218,1960,Nigeria,73.66109588151065
1219,1961,Nigeria,73.59689509948892
1220,1962,Nigeria,73.64249465198262
1221,1963,Nigeria,73.93614783904083
1222,1964,Nigeria,74.54471517315864
1223,1965,Nigeria,75.11352679541993
1224,1966,Nigeria,75.51666316095343
1225,1967,Nigeria,75.94170196188898
1226,1968,Nigeria,76.37353464659353
1227,1969,Nigeria,76.80796074170259
1228,1970,Nigeria,77.21484376120569
1229,1971,Nigeria,77.67307685129728
1230,1972,Nigeria,78.21404728864199
1231,1973,Nigeria,78.78287199730015
1232,1974,Nigeria,79.39993681292356
1233,1975,Nigeria,80.05115824329214
1234,1976,Nigeria,80.72058407049306
1235,1977,Nigeria,81.3637751355253
1236,1978,Nigeria,82.02577276744768
1237,1979,Nigeria,82.71758040295308
1238,1980,Nigeria,83.34577274131203
1239,1981,Nigeria,83.99878159088617
1240,1982,Nigeria,84.7108486509956
1241,1983,Nigeria,85.45253437911305
1242,1984,Nigeria,86.08711772746747
1243,1985,Nigeria,86.52893878591787
1244,1986,Nigeria,86.81396267733246
1245,1987,Nigeria,86.88140716227458
1246,1988,Nigeria,86.74287340410032
1247,1989,Nigeria,86.4425354305065
1248,1990,Nigeria,85.99168002023882
1249,1991,Nigeria,85.493718974003
1250,1992,Nigeria,84.96016620296908
1251,1993,Nigeria,84.33604633118912
1252,1994,Nigeria,83.69265637921417
1253,1995,Nigeria,83.10761938820087
1254,1996,Nigeria,82.58290253756702
1255,1997,Nigeria,82.06814491966274
1256,1998,Nigeria,81.56884046226915
1257,1999,Nigeria,81.20707154733905
1258,2000,Nigeria,81.06944206554849
1259,2001,Nigeria,81.11556069150659
1260,2002,Nigeria,81.30998649045928
1261,2003,Nigeria,81.6129550354964
1262,2004,Nigeria,81.93660303085493
1263,2005,Nigeria,82.29222913185549
1264,2006,Nigeria,82.6992672456471
1265,2007,Nigeria,83.0985196326592
1266,2008,Nigeria,83.48539212558833
1267,2009,Nigeria,83.8344645434771
1268,2010,Nigeria,84.09628183927308
1269,2011,Nigeria,84.27808139697657
1270,2012,Nigeria,84.40250472412349
1271,2013,Nigeria,84.45012211853897
1272,2014,Nigeria,84.36668773127137
1273,2015,Nigeria,84.1503599602764
1274,2016,Nigeria,83.79690768880738
1275,2017,Nigeria,83.27515281909912
1276,2018,Nigeria,82.66635535681993
1277,2019,Nigeria,82.03105437157544
1278,2020,Nigeria,81.31864863147392
1279,2021,Nigeria,80.55861735894881
1280,2022,Nigeria,79.7404397290969
1281,2023,Nigeria,78.82217255407572
1282,2024,Nigeria,77.86665389142578
1283,2025,Nigeria,76.89592394856525
1284,2026,Nigeria,75.90513051449665
1285,2027,Nigeria,74.92189420675281
1286,2028,Nigeria,73.97298349372345
1287,2029,Nigeria,73.06022032599466
1288,2030,Nigeria,72.16942340235929
1289,2031,Nigeria,71.28140765657872
1290,2032,Nigeria,70.38405686902904
1291,2033,Nigeria,69.47536170202854
1292,2034,Nigeria,68.55998054245612
1293,2035,Nigeria,67.62714787365672
1294,2036,Nigeria,66.67142203424339
1295,2037,Nigeria,65.71778675038054
1296,2038,Nigeria,64.77902453215124
1297,2039,Nigeria,63.82947982176349
1298,2040,Nigeria,62.866644940665985
1299,2041,Nigeria,61.907299676333
1300,2042,Nigeria,60.940054477496375
1301,2043,Nigeria,59.968208719374815
1302,2044,Nigeria,58.997905929964475
1303,2045,Nigeria,58.02136897245482
1304,2046,Nigeria,57.0403029566949
1305,2047,Nigeria,56.06910278846994
1306,2048,Nigeria,55.11760812990939
1307,2049,Nigeria,54.17509090954521
1308,2050,Nigeria,53.25761617017047
1309,2051,Nigeria,52.364202270171965
1310,2052,Nigeria,51.472205547687956
1311,2053,Nigeria,50.576877981967485
1312,2054,Nigeria,49.694386372868266
1313,2055,Nigeria,48.84668798896923
1314,2056,Nigeria,48.0279373003208
1315,2057,Nigeria,47.2422105066872
1316,2058,Nigeria,46.48573079078644
1317,2059,Nigeria,45.74228864784512
1318,2060,Nigeria,45.030357057549836
1319,2061,Nigeria,44.365919356032464
1320,2062,Nigeria,43.74187561256076
1321,2063,Nigeria,43.13674231688452
1322,2064,Nigeria,42.55005157860551
1323,2065,Nigeria,41.97728013146667
1324,2066,Nigeria,41.418411942088944
1325,2067,Nigeria,40.89944583339711
1326,2068,Nigeria,40.41582168680122
1327,2069,Nigeria,39.95099233918047
1328,2070,Nigeria,39.49415234410989
1329,2071,Nigeria,39.042167831832856
1330,2072,Nigeria,38.608224277337214
1331,2073,Nigeria,38.19962030667736
1332,2074,Nigeria,37.81181374731258
1333,2075,Nigeria,37.43310602163156
1334,2076,Nigeria,37.050172915139946
1335,2077,Nigeria,36.657441770477874
1336,2078,Nigeria,36.26998983634781
1337,2079,Nigeria,35.89962402885794
1338,2080,Nigeria,35.54582630842774
1339,2081,Nigeria,35.21577815732969
1340,2082,Nigeria,34.89530209425058
1341,2083,Nigeria,34.58012554373103
1342,2084,Nigeria,34.285863474423614
1343,2085,Nigeria,34.01058159094468
1344,2086,Nigeria,33.744461300624856
1345,2087,Nigeria,33.47927242196552
1346,2088,Nigeria,33.21812351643835
1347,2089,Nigeria,32.968042713243925
1348,2090,Nigeria,32.733995689455526
1349,2091,Nigeria,32.517851351903744
1350,2092,Nigeria,32.314546251460946
1351,2093,Nigeria,32.1218221923215
1352,2094,Nigeria,31.938206495145366
1353,2095,Nigeria,31.762204581998194
1354,2096,Nigeria,31.59432729998554
1355,2097,Nigeria,31.4314420667025
1356,2098,Nigeria,31.274064633738398
1357,2099,Nigeria,31.12156256109439
1358,2100,Nigeria,30.973607964884742
1359,1950,Pakistan,74.92538720289123
1360,1951,Pakistan,74.29897371081793
1361,1952,Pakistan,73.84425863047841
1362,1953,Pakistan,73.50394077725699
1363,1954,Pakistan,73.2341463051356
1364,1955,Pakistan,73.02024227766923
1365,1956,Pakistan,72.87161506407833
1366,1957,Pakistan,72.78454105694682
1367,1958,Pakistan,72.7505294692773
1368,1959,Pakistan,72.80960299097099
1369,1960,Pakistan,73.03044149608016
1370,1961,Pakistan,73.55469835260998
1371,1962,Pakistan,74.34127687287177
1372,1963,Pakistan,75.30304232983447
1373,1964,Pakistan,76.46643510774125
1374,1965,Pakistan,77.77685653258114
1375,1966,Pakistan,79.06414940163869
1376,1967,Pakistan,80.1700765048877
1377,1968,Pakistan,81.07931458659394
1378,1969,Pakistan,81.78137749474048
1379,1970,Pakistan,82.30706005169026
1380,1971,Pakistan,82.74497933902644
1381,1972,Pakistan,83.08509740299424
1382,1973,Pakistan,83.27411109879064
1383,1974,Pakistan,83.31039522290212
1384,1975,Pakistan,83.17224836081905
1385,1976,Pakistan,82.88067183906824
1386,1977,Pakistan,82.5185744787949
1387,1978,Pakistan,82.1480891617356
1388,1979,Pakistan,81.5666200021724
1389,1980,Pakistan,80.43857896811684
1390,1981,Pakistan,79.22084585307998
1391,1982,Pakistan,78.63426581233307
1392,1983,Pakistan,78.79825682566455
1393,1984,Pakistan,79.5880226794889
1394,1985,Pakistan,80.28462953589174
1395,1986,Pakistan,80.7001058187829
1396,1987,Pakistan,81.13610574822657
1397,1988,Pakistan,81.61213300441626
1398,1989,Pakistan,82.21201082617596
1399,1990,Pakistan,82.8194577058768
1400,1991,Pakistan,83.37178164312971
1401,1992,Pakistan,84.45270964568536
1402,1993,Pakistan,85.31234449008157
1403,1994,Pakistan,85.45217715996789
1404,1995,Pakistan,85.25202689317207
1405,1996,Pakistan,84.59973189999285
1406,1997,Pakistan,83.74468896096684
1407,1998,Pakistan,82.6935526983511
1408,1999,Pakistan,81.54106797579522
1409,2000,Pakistan,80.04660179503297
1410,2001,Pakistan,78.45686032435822
1411,2002,Pakistan,77.40016241813785
1412,2003,Pakistan,76.51489961243155
1413,2004,Pakistan,75.41010970937933
1414,2005,Pakistan,74.23526232999288
1415,2006,Pakistan,73.0403992837323
1416,2007,Pakistan,71.87324051497495
1417,2008,Pakistan,70.80896902792561
1418,2009,Pakistan,69.78379031959355
1419,2010,Pakistan,68.81091389767278
1420,2011,Pakistan,68.02698365896029
1421,2012,Pakistan,67.53425691674465
1422,2013,Pakistan,67.23802892321828
1423,2014,Pakistan,66.9378382627801
1424,2015,Pakistan,66.63406829009531
1425,2016,Pakistan,66.33497011431969
1426,2017,Pakistan,65.84626894863237
1427,2018,Pakistan,65.16195253938605
1428,2019,Pakistan,64.44828581795437
1429,2020,Pakistan,63.65531550278361
1430,2021,Pakistan,62.782208683581395
1431,2022,Pakistan,61.807088944449006
1432,2023,Pakistan,60.73701451534195
1433,2024,Pakistan,59.660792635994575
1434,2025,Pakistan,58.57259242075303
1435,2026,Pakistan,57.48686480588858
1436,2027,Pakistan,56.42968283544759
1437,2028,Pakistan,55.41707553491999
1438,2029,Pakistan,54.48189939205066
1439,2030,Pakistan,53.653003604150044
1440,2031,Pakistan,52.90666352459033
1441,2032,Pakistan,52.20840102595
1442,2033,Pakistan,51.54444468995235
1443,2034,Pakistan,50.901244416761415
1444,2035,Pakistan,50.274198251624036
1445,2036,Pakistan,49.6772306587948
1446,2037,Pakistan,49.09526308896253
1447,2038,Pakistan,48.51338000902558
1448,2039,Pakistan,47.93907306274014
1449,2040,Pakistan,47.362717850109895
1450,2041,Pakistan,46.77062257784453
1451,2042,Pakistan,46.16931217548078
1452,2043,Pakistan,45.57587302486566
1453,2044,Pakistan,44.990613377135816
1454,2045,Pakistan,44.40785589008107
1455,2046,Pakistan,43.830963629121634
1456,2047,Pakistan,43.25632680270647
1457,2048,Pakistan,42.68231124109558
1458,2049,Pakistan,42.108660688171305
1459,2050,Pakistan,41.53988109620664
1460,2051,Pakistan,40.984944575406246
1461,2052,Pakistan,40.45541924564793
1462,2053,Pakistan,39.94756962628572
1463,2054,Pakistan,39.45800981533833
1464,2055,Pakistan,38.99809509979345
1465,2056,Pakistan,38.57077588291061
1466,2057,Pakistan,38.16124069353143
1467,2058,Pakistan,37.75622458276747
1468,2059,Pakistan,37.36865652654129
1469,2060,Pakistan,37.003399344650646
1470,2061,Pakistan,36.65331761422191
1471,2062,Pakistan,36.320818495371086
1472,2063,Pakistan,36.018083256446644
1473,2064,Pakistan,35.744054638756744
1474,2065,Pakistan,35.483017060195735
1475,2066,Pakistan,35.22564340907474
1476,2067,Pakistan,34.97243964732405
1477,2068,Pakistan,34.727093215595275
1478,2069,Pakistan,34.48444979929803
1479,2070,Pakistan,34.236967659517255
1480,2071,Pakistan,33.98605753516253
1481,2072,Pakistan,33.74146078145358
1482,2073,Pakistan,33.50100506741374
1483,2074,Pakistan,33.25714986469642
1484,2075,Pakistan,33.0173643388015
1485,2076,Pakistan,32.78839099037186
1486,2077,Pakistan,32.565777067737024
1487,2078,Pakistan,32.33600574530237
1488,2079,Pakistan,32.103660259263044
1489,2080,Pakistan,31.86961802528252
1490,2081,Pakistan,31.63377115764651
1491,2082,Pakistan,31.40991544198669
1492,2083,Pakistan,31.19645924906947
1493,2084,Pakistan,30.99009435347625
1494,2085,Pakistan,30.79256022428392
1495,2086,Pakistan,30.603348444500416
1496,2087,Pakistan,30.424304493489856
1497,2088,Pakistan,30.261142796095047
1498,2089,Pakistan,30.111255663559238
1499,2090,Pakistan,29.96893705039213
1500,2091,Pakistan,29.83027269796291
1501,2092,Pakistan,29.702020904492265
1502,2093,Pakistan,29.58537841965966
1503,2094,Pakistan,29.47103771405255
1504,2095,Pakistan,29.361178015626415
1505,2096,Pakistan,29.257493739563067
1506,2097,Pakistan,29.155125557216632
1507,2098,Pakistan,29.04912758020302
1508,2099,Pakistan,28.945148405781918
1509,2100,Pakistan,28.845681809290774
1510,1950,Republic of Korea,79.00995132644681
1511,1951,Republic of Korea,79.2159096726419
1512,1952,Republic of Korea,78.34422091492202
1513,1953,Republic of Korea,76.83600515205794
1514,1954,Republic of Korea,75.52984507428316
1515,1955,Republic of Korea,74.62611453627795
1516,1956,Republic of Korea,74.07628296596904
1517,1957,Republic of Korea,73.86046143096847
1518,1958,Republic of Korea,74.27943876789645
