,Time,Country,Old to Working Age Dependency Ratio
780,1975,Indonesia,6.265459364820172
781,1976,Indonesia,6.353263157814822
782,1977,Indonesia,6.429981152267851
783,1978,Indonesia,6.493261185041257
784,1979,Indonesia,6.54090683465647
785,1980,Indonesia,6.5718637486928255
786,1981,Indonesia,6.586272633689112
787,1982,Indonesia,6.58872414429412
788,1983,Indonesia,6.585880505807759
789,1984,Indonesia,6.581480465289825
790,1985,Indonesia,6.579836163674678
791,1986,Indonesia,6.584474896959819
792,1987,Indonesia,6.597117317663671
793,1988,Indonesia,6.619182654127996
794,1989,Indonesia,6.655352227980018
795,1990,Indonesia,6.709845216436927
796,1991,Indonesia,6.781531414317038
797,1992,Indonesia,6.86896597142536
798,1993,Indonesia,6.968400879574016
799,1994,Indonesia,7.07431532282417
800,1995,Indonesia,7.184627695978167
801,1996,Indonesia,7.2975572031474
802,1997,Indonesia,7.4121865755514715
803,1998,Indonesia,7.530182989839158
804,1999,Indonesia,7.653230714997846
805,2000,Indonesia,7.784324714479994
806,2001,Indonesia,7.924701521283136
807,2002,Indonesia,8.07011331045514
808,2003,Indonesia,8.214041365822618
809,2004,Indonesia,8.34844494233503
810,2005,Indonesia,8.47459251444041
811,2006,Indonesia,8.592873261152418
812,2007,Indonesia,8.700670869571576
813,2008,Indonesia,8.797330134306241
814,2009,Indonesia,8.881528168922822
815,2010,Indonesia,8.955247954233124
816,2011,Indonesia,9.02222472873949
817,2012,Indonesia,9.078173501417911
818,2013,Indonesia,9.125505770426132
819,2014,Indonesia,9.177916995223143
820,2015,Indonesia,9.240581080996852
821,2016,Indonesia,9.32397318032705
822,2017,Indonesia,9.43960560864076
823,2018,Indonesia,9.59108855025203
824,2019,Indonesia,9.776771892968476
825,2020,Indonesia,9.92950380215273
826,2021,Indonesia,10.007739724685608
827,2022,Indonesia,10.093514538332506
828,2023,Indonesia,10.31617912888803
829,2024,Indonesia,10.653486878019894
830,2025,Indonesia,11.015442973958715
831,2026,Indonesia,11.396117260692028
832,2027,Indonesia,11.790764410520445
833,2028,Indonesia,12.202231432696639
834,2029,Indonesia,12.630538920939843
835,2030,Indonesia,13.074477939935145
836,2031,Indonesia,13.535105191102998
837,2032,Indonesia,14.007795159266031
838,2033,Indonesia,14.484920464091688
839,2034,Indonesia,14.966983022292121
840,2035,Indonesia,15.454551072902307
841,2036,Indonesia,15.943481955640848
842,2037,Indonesia,16.43350926740485
843,2038,Indonesia,16.929172528469582
844,2039,Indonesia,17.424038354758245
845,2040,Indonesia,17.91717589176061
846,2041,Indonesia,18.412700056471472
847,2042,Indonesia,18.907380314975043
848,2043,Indonesia,19.406074623684407
849,2044,Indonesia,19.91065684719308
850,2045,Indonesia,20.415968931171697
851,2046,Indonesia,20.917350316903175
852,2047,Indonesia,21.417859396302745
853,2048,Indonesia,21.910398696523288
854,2049,Indonesia,22.382938169578555
855,2050,Indonesia,22.8097470897649
856,2051,Indonesia,23.176138482539173
857,2052,Indonesia,23.514777565109764
858,2053,Indonesia,23.84935172564402
859,2054,Indonesia,24.17538111895099
860,2055,Indonesia,24.480544560573158
861,2056,Indonesia,24.78365647464661
862,2057,Indonesia,25.085232685428018
863,2058,Indonesia,25.376245425518146
864,2059,Indonesia,25.678758198900102
865,2060,Indonesia,25.99903316235519
866,2061,Indonesia,26.339869730054925
867,2062,Indonesia,26.70286215867661
868,2063,Indonesia,27.06690000135252
869,2064,Indonesia,27.40905832733944
870,2065,Indonesia,27.741101890522145
871,2066,Indonesia,28.07786227351588
872,2067,Indonesia,28.41486131856782
873,2068,Indonesia,28.75268379902826
874,2069,Indonesia,29.102454018567315
875,2070,Indonesia,29.48370058243283
876,2071,Indonesia,29.910197305889586
877,2072,Indonesia,30.391169437661635
878,2073,Indonesia,30.909547678015503
879,2074,Indonesia,31.434948857862405
880,2075,Indonesia,31.96750047500374
881,2076,Indonesia,32.539796206677245
882,2077,Indonesia,33.15024574543784
883,2078,Indonesia,33.73772946470049
884,2079,Indonesia,34.28465886000635
885,2080,Indonesia,34.801809951564614
886,2081,Indonesia,35.28834180244284
887,2082,Indonesia,35.73825737503565
888,2083,Indonesia,36.15685290158933
889,2084,Indonesia,36.56197479257393
890,2085,Indonesia,36.955111660956156
891,2086,Indonesia,37.334373257390425
892,2087,Indonesia,37.69989438846725
893,2088,Indonesia,38.0528090911675
894,2089,Indonesia,38.397655491253126
895,2090,Indonesia,38.74154532421951
896,2091,Indonesia,39.08543636589854
897,2092,Indonesia,39.42661744746952
898,2093,Indonesia,39.77167490808046
899,2094,Indonesia,40.12278247313583
900,2095,Indonesia,40.479817715970476
901,2096,Indonesia,40.844615990210364
902,2097,Indonesia,41.214273532858265
903,2098,Indonesia,41.59223724529857
904,2099,Indonesia,41.976543034493346
905,2100,Indonesia,42.370574277109604
906,1950,Japan,8.189587943136027
907,1951,Japan,8.206891339246196
908,1952,Japan,8.267916760928708
909,1953,Japan,8.37036134964489
910,1954,Japan,8.508263745546202
911,1955,Japan,8.647938131271593
912,1956,Japan,8.699451869750515
913,1957,Japan,8.707742770709235
914,1958,Japan,8.751964948327819
915,1959,Japan,8.84124688897312
916,1960,Japan,8.962430810344364
917,1961,Japan,9.094511984654622
918,1962,Japan,9.168728112351532
919,1963,Japan,9.21880078317333
920,1964,Japan,9.288944265798067
921,1965,Japan,9.38559866551445
922,1966,Japan,9.560706299272749
923,1967,Japan,9.788320645985719
924,1968,Japan,10.013251656948372
925,1969,Japan,10.211508315311988
926,1970,Japan,10.390785089242446
927,1971,Japan,10.58396636638315
928,1972,Japan,10.857965380088089
929,1973,Japan,11.184234707545825
930,1974,Japan,11.512552179283594
931,1975,Japan,11.858461828897553
932,1976,Japan,12.216532962217878
933,1977,Japan,12.601691677945512
934,1978,Japan,12.995038984048515
935,1979,Japan,13.387151574612185
936,1980,Japan,13.754559358297083
937,1981,Japan,14.13010643420041
938,1982,Japan,14.498143057480442
939,1983,Japan,14.79272551738467
940,1984,Japan,15.073587398001804
941,1985,Japan,15.42803562895838
942,1986,Japan,15.828046937667068
943,1987,Japan,16.23518391236477
944,1988,Japan,16.67445172023368
945,1989,Japan,17.17727481644593
946,1990,Japan,17.783287743466598
947,1991,Japan,18.476663135442237
948,1992,Japan,19.215251842662884
949,1993,Japan,19.96240099924961
950,1994,Japan,20.73962281399564
951,1995,Japan,21.546467938194606
952,1996,Japan,22.414306102660934
953,1997,Japan,23.351032794301947
954,1998,Japan,24.306035157322125
955,1999,Japan,25.256317774611936
956,2000,Japan,26.252135691508887
957,2001,Japan,27.336971805213615
958,2002,Japan,28.42381708964175
959,2003,Japan,29.4066511389834
960,2004,Japan,30.309307302144646
961,2005,Japan,31.33715422092237
962,2006,Japan,32.60674169471375
963,2007,Japan,33.96642546217338
964,2008,Japan,35.26824036689864
965,2009,Japan,36.46107806768424
966,2010,Japan,37.34316755357753
967,2011,Japan,38.111733134383904
968,2012,Japan,39.53268444937737
969,2013,Japan,41.58487434731536
970,2014,Japan,43.716853552967
971,2015,Japan,45.548277823539465
972,2016,Japan,46.96083413909646
973,2017,Japan,48.13394955878701
974,2018,Japan,49.10425921254391
975,2019,Japan,49.92454199046853
976,2020,Japan,50.56857258791047
977,2021,Japan,50.97130105701972
978,2022,Japan,51.19447954242471
979,2023,Japan,51.42976361799953
980,2024,Japan,51.724663734677975
981,2025,Japan,51.99845834373183
982,2026,Japan,52.2742263327434
983,2027,Japan,52.59142862156676
984,2028,Japan,52.99141049671194
985,2029,Japan,53.5159983720503
986,2030,Japan,54.15029745783775
987,2031,Japan,54.46826270097815
988,2032,Japan,54.97378909459778
989,2033,Japan,55.99073965743542
990,2034,Japan,56.99509737117573
991,2035,Japan,58.07935573154632
992,2036,Japan,59.30185057666558
993,2037,Japan,60.705213646233794
994,2038,Japan,62.30487013008792
995,2039,Japan,63.96152543351834
996,2040,Japan,65.46018528762603
997,2041,Japan,66.75344552867871
998,2042,Japan,67.8771533624983
999,2043,Japan,68.87074188887553
1000,2044,Japan,69.73754660791937
1001,2045,Japan,70.47073947972908
1002,2046,Japan,71.05650052148756
1003,2047,Japan,71.54866196273176
1004,2048,Japan,72.04533034704714
1005,2049,Japan,72.54584551504752
1006,2050,Japan,73.01279622275538
1007,2051,Japan,73.38827216311813
1008,2052,Japan,73.71952758309516
1009,2053,Japan,74.0591086065632
1010,2054,Japan,74.32090319593166
1011,2055,Japan,74.47619550541822
1012,2056,Japan,74.60351451208994
1013,2057,Japan,74.72389667486932
1014,2058,Japan,74.81463264725441
1015,2059,Japan,74.96875661096034
1016,2060,Japan,75.14030005928872
1017,2061,Japan,75.29468236661982
1018,2062,Japan,75.48540038758513
1019,2063,Japan,75.68999368963406
1020,2064,Japan,75.89028102716615
1021,2065,Japan,76.11631374498431
1022,2066,Japan,76.34809264232825
1023,2067,Japan,76.5179825100373
1024,2068,Japan,76.63250654955634
1025,2069,Japan,76.69872075416814
1026,2070,Japan,76.72229951505552
1027,2071,Japan,76.7669425155642
1028,2072,Japan,76.89117783012631
1029,2073,Japan,77.06977954273108
1030,2074,Japan,77.2705631711557
1031,2075,Japan,77.47748191839902
1032,2076,Japan,77.67474476384243
1033,2077,Japan,77.86255246567069
1034,2078,Japan,78.08778072035888
1035,2079,Japan,78.317964779985
1036,2080,Japan,78.54901005577604
1037,2081,Japan,78.76022851456644
1038,2082,Japan,78.80612371326757
1039,2083,Japan,78.68490154272281
1040,2084,Japan,78.46412212221713
1041,2085,Japan,78.21456176888242
1042,2086,Japan,77.99328439987573
1043,2087,Japan,77.77828749974488
1044,2088,Japan,77.58642257750475
1045,2089,Japan,77.42268889589658
1046,2090,Japan,77.27721189079956
1047,2091,Japan,77.15692470836004
1048,2092,Japan,77.07418273783763
1049,2093,Japan,77.02000776825572
1050,2094,Japan,76.99096661944537
1051,2095,Japan,76.98642567950168
1052,2096,Japan,77.00280642541804
1053,2097,Japan,77.04101038935899
1054,2098,Japan,77.10522540820298
1055,2099,Japan,77.19504096915664
1056,2100,Japan,77.30495091040065
1057,1950,Mexico,5.651704361096292
1058,1951,Mexico,5.64753681526737
1059,1952,Mexico,5.682912080678448
1060,1953,Mexico,5.717197951291591
1061,1954,Mexico,5.746565573629591
1062,1955,Mexico,5.7699893634637895
1063,1956,Mexico,5.785158284449051
1064,1957,Mexico,5.79165982689206
1065,1958,Mexico,5.795115491780264
1066,1959,Mexico,5.791937322407679
1067,1960,Mexico,5.767390813335814
1068,1961,Mexico,5.748464644171969
1069,1962,Mexico,5.762330645680062
1070,1963,Mexico,5.7918954859203255
1071,1964,Mexico,5.832240809291453
1072,1965,Mexico,5.891120701523471
1073,1966,Mexico,5.96076885579385
1074,1967,Mexico,6.0266864816354735
1075,1968,Mexico,6.085425159377843
1076,1969,Mexico,6.13570914804232
1077,1970,Mexico,6.177872229929277
1078,1971,Mexico,6.265567036164589
1079,1972,Mexico,6.400201862079288
1080,1973,Mexico,6.532271289624961
1081,1974,Mexico,6.6575899658861095
1082,1975,Mexico,6.77406778688571
1083,1976,Mexico,6.878455724581499
1084,1977,Mexico,6.960827412184023
1085,1978,Mexico,7.018541110521825
1086,1979,Mexico,7.060866288102195
1087,1980,Mexico,7.072982313559573
1088,1981,Mexico,7.050565717991095
1089,1982,Mexico,7.025608040354426
1090,1983,Mexico,7.012247890467576
1091,1984,Mexico,7.01148592354097
1092,1985,Mexico,7.028283479202986
1093,1986,Mexico,7.06058731898172
1094,1987,Mexico,7.101664319283802
1095,1988,Mexico,7.144194306871452
1096,1989,Mexico,7.189299548915841
1097,1990,Mexico,7.226974024330948
1098,1991,Mexico,7.2624822177591195
1099,1992,Mexico,7.314550785600417
1100,1993,Mexico,7.384143248302396
1101,1994,Mexico,7.467825231813377
1102,1995,Mexico,7.566257471917794
1103,1996,Mexico,7.6810585436649825
1104,1997,Mexico,7.808680730890629
1105,1998,Mexico,7.945872251637942
1106,1999,Mexico,8.090648411126807
1107,2000,Mexico,8.236631422173128
1108,2001,Mexico,8.395272650763957
1109,2002,Mexico,8.566050496584996
1110,2003,Mexico,8.733108035061603
1111,2004,Mexico,8.888094491736988
1112,2005,Mexico,9.029291519185739
1113,2006,Mexico,9.163291519317363
1114,2007,Mexico,9.290684040572568
1115,2008,Mexico,9.418352209259709
1116,2009,Mexico,9.54533746467508
1117,2010,Mexico,9.647931518825915
1118,2011,Mexico,9.788918533372994
1119,2012,Mexico,9.987691278221288
1120,2013,Mexico,10.194602859205569
1121,2014,Mexico,10.421006827806039
1122,2015,Mexico,10.677683248494638
1123,2016,Mexico,10.96131497582037
1124,2017,Mexico,11.264731163844157
1125,2018,Mexico,11.59441218173395
1126,2019,Mexico,11.873888062070842
1127,2020,Mexico,12.036315662093934
1128,2021,Mexico,12.155502665051886
1129,2022,Mexico,12.391196982530897
1130,2023,Mexico,12.74329267076614
1131,2024,Mexico,13.11820283552163
1132,2025,Mexico,13.515274590532927
1133,2026,Mexico,13.932266421633843
1134,2027,Mexico,14.371853182315705
1135,2028,Mexico,14.834291990456736
1136,2029,Mexico,15.318592911234575
1137,2030,Mexico,15.82626744089689
1138,2031,Mexico,16.357858629588968
1139,2032,Mexico,16.915533601700496
1140,2033,Mexico,17.502610330463376
1141,2034,Mexico,18.11708515402706
1142,2035,Mexico,18.751444469555274
1143,2036,Mexico,19.411632898407895
1144,2037,Mexico,20.093825300220526
1145,2038,Mexico,20.78478036243302
1146,2039,Mexico,21.48142671972679
1147,2040,Mexico,22.18179040204806
1148,2041,Mexico,22.893203878538554
1149,2042,Mexico,23.611508925066417
1150,2043,Mexico,24.330605279613327
1151,2044,Mexico,25.050162756131535
1152,2045,Mexico,25.76262434393482
1153,2046,Mexico,26.473693266470043
1154,2047,Mexico,27.190978584376985
1155,2048,Mexico,27.909668402071595
1156,2049,Mexico,28.630647277574887
1157,2050,Mexico,29.361790815297468
1158,2051,Mexico,30.103112389876735
1159,2052,Mexico,30.853519974620518
1160,2053,Mexico,31.6176912694354
1161,2054,Mexico,32.4019717821739
1162,2055,Mexico,33.206064437464256
1163,2056,Mexico,34.02885586349023
1164,2057,Mexico,34.87085435040084
1165,2058,Mexico,35.729079821963325
1166,2059,Mexico,36.60223610834771
1167,2060,Mexico,37.47850800842909
1168,2061,Mexico,38.34714677251147
1169,2062,Mexico,39.2152849635859
1170,2063,Mexico,40.096658895992434
1171,2064,Mexico,40.994484598575035
1172,2065,Mexico,41.907423948220526
1173,2066,Mexico,42.833671616053934
1174,2067,Mexico,43.76835022459558
1175,2068,Mexico,44.7104143861096
1176,2069,Mexico,45.6513626820358
1177,2070,Mexico,46.58242656947238
1178,2071,Mexico,47.511462500394195
1179,2072,Mexico,48.44749915607236
1180,2073,Mexico,49.3937471037077
1181,2074,Mexico,50.351935268214106
1182,2075,Mexico,51.31761661584754
1183,2076,Mexico,52.2876356332519
1184,2077,Mexico,53.25265754355527
1185,2078,Mexico,54.205969962647416
1186,2079,Mexico,55.142793691908054
1187,2080,Mexico,56.05579430500528
1188,2081,Mexico,56.9274709649254
1189,2082,Mexico,57.72985303950065
1190,2083,Mexico,58.42992471358883
1191,2084,Mexico,59.02622600529255
1192,2085,Mexico,59.58312083085573
1193,2086,Mexico,60.06845120643566
1194,2087,Mexico,60.471316836819824
1195,2088,Mexico,60.86634510135875
1196,2089,Mexico,61.261982869125085
1197,2090,Mexico,61.660660958241806
1198,2091,Mexico,62.06411186539347
1199,2092,Mexico,62.46496109851609
1200,2093,Mexico,62.86776565160337
1201,2094,Mexico,63.29041572836351
1202,2095,Mexico,63.73318050278355
1203,2096,Mexico,64.19294165671545
1204,2097,Mexico,64.67358884394841
1205,2098,Mexico,65.16132592240183
1206,2099,Mexico,65.66164568365397
1207,2100,Mexico,66.17326946478806
1208,1950,Nigeria,5.41709474124646
1209,1951,Nigeria,5.480556725988355
1210,1952,Nigeria,5.53991352682008
1211,1953,Nigeria,5.599924497413054
1212,1954,Nigeria,5.66057013536332
1213,1955,Nigeria,5.720134858863956
1214,1956,Nigeria,5.77811598579207
1215,1957,Nigeria,5.833698161330435
1216,1958,Nigeria,5.8895290591839125
1217,1959,Nigeria,5.938947237820005
1218,1960,Nigeria,5.975475484230489
1219,1961,Nigeria,6.006687305085219
1220,1962,Nigeria,6.037324459551829
1221,1963,Nigeria,6.067586040372383
1222,1964,Nigeria,6.095009319857201
1223,1965,Nigeria,6.106834235860416
1224,1966,Nigeria,6.100389506155062
1225,1967,Nigeria,6.076994375679775
1226,1968,Nigeria,6.049045165977862
1227,1969,Nigeria,6.029705262080187
1228,1970,Nigeria,6.013718946476868
1229,1971,Nigeria,6.005489356448311
1230,1972,Nigeria,6.006122185592612
1231,1973,Nigeria,6.0099345891678615
1232,1974,Nigeria,6.013694029815679
1233,1975,Nigeria,6.017687273200947
1234,1976,Nigeria,6.02821242475356
1235,1977,Nigeria,6.041267372345942
1236,1978,Nigeria,6.054372984687053
1237,1979,Nigeria,6.068603614293809
1238,1980,Nigeria,6.079370295218259
1239,1981,Nigeria,6.094146884903098
1240,1982,Nigeria,6.116097240680439
1241,1983,Nigeria,6.13925201936364
1242,1984,Nigeria,6.159854929765818
1243,1985,Nigeria,6.176320459918301
1244,1986,Nigeria,6.186372391348387
1245,1987,Nigeria,6.188682082783351
1246,1988,Nigeria,6.1848341062718895
1247,1989,Nigeria,6.175182373663428
1248,1990,Nigeria,6.157397305843661
1249,1991,Nigeria,6.134483975848128
1250,1992,Nigeria,6.10574334345433
1251,1993,Nigeria,6.070184336482627
1252,1994,Nigeria,6.028488794985522
1253,1995,Nigeria,5.9839000542809
1254,1996,Nigeria,5.941944871796952
1255,1997,Nigeria,5.901357687699452
1256,1998,Nigeria,5.8629810992029165
1257,1999,Nigeria,5.832718321532434
1258,2000,Nigeria,5.814081491020756
1259,2001,Nigeria,5.804270954123911
1260,2002,Nigeria,5.800654713120081
1261,2003,Nigeria,5.802685977639839
1262,2004,Nigeria,5.805457126898739
1263,2005,Nigeria,5.809023930824296
1264,2006,Nigeria,5.816287758773468
1265,2007,Nigeria,5.823972258793366
1266,2008,Nigeria,5.8311614457203245
1267,2009,Nigeria,5.839870032981519
1268,2010,Nigeria,5.8477770572344125
1269,2011,Nigeria,5.8518154853986175
1270,2012,Nigeria,5.849341084812379
1271,2013,Nigeria,5.829572041530788
1272,2014,Nigeria,5.7856137228594955
1273,2015,Nigeria,5.746474363231654
1274,2016,Nigeria,5.721433511442988
1275,2017,Nigeria,5.693400668827086
1276,2018,Nigeria,5.668497960811013
1277,2019,Nigeria,5.6494464549159815
1278,2020,Nigeria,5.61267506893341
1279,2021,Nigeria,5.549019008658034
1280,2022,Nigeria,5.510258857510584
1281,2023,Nigeria,5.5034463256327575
1282,2024,Nigeria,5.497808755852068
1283,2025,Nigeria,5.494580992845351
1284,2026,Nigeria,5.494728460231677
1285,2027,Nigeria,5.499065987766329
1286,2028,Nigeria,5.507454068339736
1287,2029,Nigeria,5.518598003454443
1288,2030,Nigeria,5.531965956589092
1289,2031,Nigeria,5.547045965775137
1290,2032,Nigeria,5.563745278296764
1291,2033,Nigeria,5.583333290338666
1292,2034,Nigeria,5.607109317459788
1293,2035,Nigeria,5.636487896482191
1294,2036,Nigeria,5.674191552477845
1295,2037,Nigeria,5.721154114692711
1296,2038,Nigeria,5.776737595381144
1297,2039,Nigeria,5.8424060970034235
1298,2040,Nigeria,5.918692915447097
1299,2041,Nigeria,6.0024469734044015
1300,2042,Nigeria,6.092281270249917
1301,2043,Nigeria,6.189239986205787
1302,2044,Nigeria,6.289319715575939
1303,2045,Nigeria,6.388229559898434
1304,2046,Nigeria,6.485174259201932
1305,2047,Nigeria,6.579703388038938
1306,2048,Nigeria,6.673084935624837
1307,2049,Nigeria,6.761725302911841
1308,2050,Nigeria,6.842376838124172
1309,2051,Nigeria,6.915771200082325
1310,2052,Nigeria,6.982911129228299
1311,2053,Nigeria,7.047183392118585
1312,2054,Nigeria,7.114888779199742
1313,2055,Nigeria,7.18761775739492
1314,2056,Nigeria,7.263694856527275
1315,2057,Nigeria,7.345678660956267
1316,2058,Nigeria,7.436237559706346
1317,2059,Nigeria,7.536276757982788
1318,2060,Nigeria,7.6461145571973015
1319,2061,Nigeria,7.764271918734679
1320,2062,Nigeria,7.887682282352067
1321,2063,Nigeria,8.016491520113583
1322,2064,Nigeria,8.159321382512749
1323,2065,Nigeria,8.321969500001066
1324,2066,Nigeria,8.502417783714996
1325,2067,Nigeria,8.699640702532776
1326,2068,Nigeria,8.91171963580531
1327,2069,Nigeria,9.13550251384334
1328,2070,Nigeria,9.370855134115683
1329,2071,Nigeria,9.618158942672435
1330,2072,Nigeria,9.87590199944108
1331,2073,Nigeria,10.14585084051157
1332,2074,Nigeria,10.427041416574422
1333,2075,Nigeria,10.714791330776563
1334,2076,Nigeria,11.007500352890705
1335,2077,Nigeria,11.301196162632845
1336,2078,Nigeria,11.59205771776471
1337,2079,Nigeria,11.880606839172962
1338,2080,Nigeria,12.167536721973944
1339,2081,Nigeria,12.456120285528142
1340,2082,Nigeria,12.746806717157574
1341,2083,Nigeria,13.038546074470062
1342,2084,Nigeria,13.333150558719522
1343,2085,Nigeria,13.631498851394836
1344,2086,Nigeria,13.934289272229586
1345,2087,Nigeria,14.237366284520409
1346,2088,Nigeria,14.540064114555154
1347,2089,Nigeria,14.848392921724388
1348,2090,Nigeria,15.161536657859983
1349,2091,Nigeria,15.476810211880018
1350,2092,Nigeria,15.79527345787875
1351,2093,Nigeria,16.116984954490775
1352,2094,Nigeria,16.442737954740128
1353,2095,Nigeria,16.769944632667862
1354,2096,Nigeria,17.09718959176612
1355,2097,Nigeria,17.424135167646387
1356,2098,Nigeria,17.74883135385972
1357,2099,Nigeria,18.072264038436256
1358,2100,Nigeria,18.391123820578745
1359,1950,Pakistan,10.138471680029694
1360,1951,Pakistan,9.596723312098703
1361,1952,Pakistan,9.121141681983788
1362,1953,Pakistan,8.698220415447876
1363,1954,Pakistan,8.315644710417585
1364,1955,Pakistan,7.968668893884061
1365,1956,Pakistan,7.654972678459996
1366,1957,Pakistan,7.369718605334487
1367,1958,Pakistan,7.112009039002663
1368,1959,Pakistan,6.8837901842755675
1369,1960,Pakistan,6.687027950164451
1370,1961,Pakistan,6.526345342539837
1371,1962,Pakistan,6.397071099920808
1372,1963,Pakistan,6.295746649528717
1373,1964,Pakistan,6.226121423174699
1374,1965,Pakistan,6.186180618252914
1375,1966,Pakistan,6.170709488145701
1376,1967,Pakistan,6.173589384531112
1377,1968,Pakistan,6.190249162083742
1378,1969,Pakistan,6.214529717164731
1379,1970,Pakistan,6.244795541273727
1380,1971,Pakistan,6.260847174116909
1381,1972,Pakistan,6.276047846389751
1382,1973,Pakistan,6.307102362539103
1383,1974,Pakistan,6.33696777551227
1384,1975,Pakistan,6.364955288894078
1385,1976,Pakistan,6.390856604783441
1386,1977,Pakistan,6.415433469481529
1387,1978,Pakistan,6.43956851140368
1388,1979,Pakistan,6.449953908731901
1389,1980,Pakistan,6.424644846210289
1390,1981,Pakistan,6.382950348845981
1391,1982,Pakistan,6.3622334420207425
1392,1983,Pakistan,6.37535629840679
1393,1984,Pakistan,6.42185548321553
1394,1985,Pakistan,6.463433334823525
1395,1986,Pakistan,6.485942971562056
1396,1987,Pakistan,6.500450498499206
1397,1988,Pakistan,6.510119461851904
1398,1989,Pakistan,6.524532276989245
1399,1990,Pakistan,6.540675439086398
1400,1991,Pakistan,6.55652312614191
1401,1992,Pakistan,6.601431966449834
1402,1993,Pakistan,6.637945358848625
1403,1994,Pakistan,6.6413518744671425
1404,1995,Pakistan,6.6298230769528494
1405,1996,Pakistan,6.600462511871226
1406,1997,Pakistan,6.569074524422016
1407,1998,Pakistan,6.534595679817949
1408,1999,Pakistan,6.501360286693285
1409,2000,Pakistan,6.456171778164496
1410,2001,Pakistan,6.4095397486605465
1411,2002,Pakistan,6.394846898046485
1412,2003,Pakistan,6.397911674635832
1413,2004,Pakistan,6.400211338494999
1414,2005,Pakistan,6.408027340219931
1415,2006,Pakistan,6.424611612214649
1416,2007,Pakistan,6.44870764546059
1417,2008,Pakistan,6.480594868170914
1418,2009,Pakistan,6.51338641733854
1419,2010,Pakistan,6.541781132678534
1420,2011,Pakistan,6.575383504174691
1421,2012,Pakistan,6.624014773567866
1422,2013,Pakistan,6.679765992497113
1423,2014,Pakistan,6.72886718706284
1424,2015,Pakistan,6.773478985965478
1425,2016,Pakistan,6.829009814165652
1426,2017,Pakistan,6.8968324071428695
1427,2018,Pakistan,6.971403325537169
1428,2019,Pakistan,7.058462442194418
1429,2020,Pakistan,7.1288364852651
1430,2021,Pakistan,7.174580161361993
1431,2022,Pakistan,7.223873632414536
1432,2023,Pakistan,7.3042634537922755
1433,2024,Pakistan,7.410360699062858
1434,2025,Pakistan,7.515918744459879
1435,2026,Pakistan,7.619214570834357
1436,2027,Pakistan,7.7173591263394865
1437,2028,Pakistan,7.808259813254104
1438,2029,Pakistan,7.892803639248049
1439,2030,Pakistan,7.972183181636201
1440,2031,Pakistan,8.045490984885893
1441,2032,Pakistan,8.111375394812494
1442,2033,Pakistan,8.169285912129054
1443,2034,Pakistan,8.217988168238731
1444,2035,Pakistan,8.261116317482117
1445,2036,Pakistan,8.304654786953229
1446,2037,Pakistan,8.35148556744731
1447,2038,Pakistan,8.402395593036966
1448,2039,Pakistan,8.456551281548515
1449,2040,Pakistan,8.514320679326849
1450,2041,Pakistan,8.576733239533787
1451,2042,Pakistan,8.645562288569929
1452,2043,Pakistan,8.723155949420665
1453,2044,Pakistan,8.81091361579555
1454,2045,Pakistan,8.912571508472798
1455,2046,Pakistan,9.037794173758055
1456,2047,Pakistan,9.190667132123261
1457,2048,Pakistan,9.364500060186652
1458,2049,Pakistan,9.550339787593048
1459,2050,Pakistan,9.742785613762559
1460,2051,Pakistan,9.94839480746751
1461,2052,Pakistan,10.1739728894591
1462,2053,Pakistan,10.418032210843876
1463,2054,Pakistan,10.678536171719454
1464,2055,Pakistan,10.952162139997899
1465,2056,Pakistan,11.236394611342538
1466,2057,Pakistan,11.529199134684784
1467,2058,Pakistan,11.81898793124032
1468,2059,Pakistan,12.109109355099424
1469,2060,Pakistan,12.408428843349869
1470,2061,Pakistan,12.717717528834424
1471,2062,Pakistan,13.039264383717587
1472,2063,Pakistan,13.374543027395609
1473,2064,Pakistan,13.726508426857281
1474,2065,Pakistan,14.089409467586394
1475,2066,Pakistan,14.464893291202369
1476,2067,Pakistan,14.855397373195405
1477,2068,Pakistan,15.246228469112971
1478,2069,Pakistan,15.62698871598401
1479,2070,Pakistan,15.996827365888464
1480,2071,Pakistan,16.3574380827092
1481,2072,Pakistan,16.72777073581195
1482,2073,Pakistan,17.11248334323296
1483,2074,Pakistan,17.50218005579233
1484,2075,Pakistan,17.90248428975514
1485,2076,Pakistan,18.31239569669036
1486,2077,Pakistan,18.726393191590375
1487,2078,Pakistan,19.13554746187444
1488,2079,Pakistan,19.524905566529206
1489,2080,Pakistan,19.884623927794593
1490,2081,Pakistan,20.222213010829254
1491,2082,Pakistan,20.54980217470935
1492,2083,Pakistan,20.87024266574209
1493,2084,Pakistan,21.187365059147545
1494,2085,Pakistan,21.50519124823309
1495,2086,Pakistan,21.821045719726083
1496,2087,Pakistan,22.135369642371344
1497,2088,Pakistan,22.4531882323231
1498,2089,Pakistan,22.77416391322542
1499,2090,Pakistan,23.098818589365816
1500,2091,Pakistan,23.430858572673465
1501,2092,Pakistan,23.77566255523179
1502,2093,Pakistan,24.13161225775433
1503,2094,Pakistan,24.492705911692603
1504,2095,Pakistan,24.860573879621427
1505,2096,Pakistan,25.238813293032518
1506,2097,Pakistan,25.626483216694496
1507,2098,Pakistan,26.021044832764446
1508,2099,Pakistan,26.42188416735671
1509,2100,Pakistan,26.83040352115085
1510,1950,Republic of Korea,5.049487464664891
