,Time,Age,Sex,Value,Country
0,1950,4,Male,-40526.811,China
1,1950,9,Male,-30164.317,China
2,1950,14,Male,-29073.1795,China
3,1950,19,Male,-27570.5835,China
4,1950,24,Male,-24051.5355,China
5,1950,29,Male,-21403.5365,China
6,1950,34,Male,-18882.7635,China
7,1950,39,Male,-17511.0125,China
8,1950,44,Male,-15672.1755,China
9,1950,49,Male,-14104.556,China
10,1950,54,Male,-11538.637,China
11,1950,59,Male,-9938.6135,China
12,1950,64,Male,-7913.662,China
13,1950,69,Male,-5588.733,China
14,1950,74,Male,-3130.232,China
15,1950,79,Male,-1851.124,China
16,1950,84,Male,-842.9075,China
17,1950,89,Male,-269.446,China
18,1950,94,Male,-48.9975,China
19,1950,99,Male,-3.955,China
20,1950,100,Male,-0.0935,China
21,1951,4,Male,-43027.4065,China
22,1951,9,Male,-30666.335,China
23,1951,14,Male,-29035.249,China
24,1951,19,Male,-28042.0925,China
25,1951,24,Male,-24534.919,China
26,1951,29,Male,-21688.327,China
27,1951,34,Male,-19091.627,China
28,1951,39,Male,-17776.2345,China
29,1951,44,Male,-15680.951,China
30,1951,49,Male,-14256.5515,China
31,1951,54,Male,-11602.2405,China
32,1951,59,Male,-10006.746,China
33,1951,64,Male,-7812.352,China
34,1951,69,Male,-5522.3665,China
35,1951,74,Male,-3165.8095,China
36,1951,79,Male,-1779.723,China
37,1951,84,Male,-807.1575,China
38,1951,89,Male,-258.296,China
39,1951,94,Male,-48.3465,China
40,1951,99,Male,-3.929,China
41,1951,100,Male,-0.073,China
42,1952,4,Male,-45801.088,China
43,1952,9,Male,-31687.197,China
44,1952,14,Male,-28957.342,China
45,1952,19,Male,-28473.2415,China
46,1952,24,Male,-25046.0725,China
47,1952,29,Male,-22015.2405,China
48,1952,34,Male,-19322.121,China
49,1952,39,Male,-18017.5565,China
50,1952,44,Male,-15742.385,China
51,1952,49,Male,-14311.6305,China
52,1952,54,Male,-11768.523,China
53,1952,59,Male,-10014.361,China
54,1952,64,Male,-7757.7095,China
55,1952,69,Male,-5480.824,China
56,1952,74,Male,-3241.435,China
57,1952,79,Male,-1700.0405,China
58,1952,84,Male,-781.4615,China
59,1952,89,Male,-248.139,China
60,1952,94,Male,-47.513,China
61,1952,99,Male,-3.9445,China
62,1952,100,Male,-0.064,China
63,1953,4,Male,-48579.426,China
64,1953,9,Male,-33240.0045,China
65,1953,14,Male,-28812.652,China
66,1953,19,Male,-28612.6835,China
67,1953,24,Male,-25633.4755,China
68,1953,29,Male,-22501.6235,China
69,1953,34,Male,-19651.232,China
70,1953,39,Male,-18079.343,China
71,1953,44,Male,-15950.8255,China
72,1953,49,Male,-14318.7185,China
73,1953,54,Male,-12014.955,China
74,1953,59,Male,-9964.626,China
75,1953,64,Male,-7761.28,China
76,1953,69,Male,-5477.225,China
77,1953,74,Male,-3328.9315,China
78,1953,79,Male,-1621.718,China
79,1953,84,Male,-762.962,China
80,1953,89,Male,-240.86,China
81,1953,94,Male,-46.411,China
82,1953,99,Male,-3.8985,China
83,1953,100,Male,-0.0685,China
84,1954,4,Male,-50948.5745,China
85,1954,9,Male,-35086.3635,China
86,1954,14,Male,-28911.075,China
87,1954,19,Male,-28467.5225,China
88,1954,24,Male,-26285.9265,China
89,1954,29,Male,-22889.852,China
90,1954,34,Male,-20143.8885,China
91,1954,39,Male,-18011.2655,China
92,1954,44,Male,-16254.9845,China
93,1954,49,Male,-14383.8315,China
94,1954,54,Male,-12337.835,China
95,1954,59,Male,-9881.5495,China
96,1954,64,Male,-7782.8615,China
97,1954,69,Male,-5511.676,China
98,1954,74,Male,-3380.847,China
99,1954,79,Male,-1570.8675,China
100,1954,84,Male,-740.909,China
101,1954,89,Male,-233.9605,China
102,1954,94,Male,-44.975,China
103,1954,99,Male,-3.804,China
104,1954,100,Male,-0.074,China
105,1955,4,Male,-53052.095,China
106,1955,9,Male,-37376.576,China
107,1955,14,Male,-29234.1315,China
108,1955,19,Male,-28330.2605,China
109,1955,24,Male,-26817.371,China
110,1955,29,Male,-23256.84,China
111,1955,34,Male,-20617.056,China
112,1955,39,Male,-18093.8005,China
113,1955,44,Male,-16550.314,China
114,1955,49,Male,-14476.705,China
115,1955,54,Male,-12614.068,China
116,1955,59,Male,-9848.24,China
117,1955,64,Male,-7847.263,China
118,1955,69,Male,-5510.966,China
119,1955,74,Male,-3374.861,China
120,1955,79,Male,-1563.173,China
121,1955,84,Male,-713.287,China
122,1955,89,Male,-223.9695,China
123,1955,94,Male,-43.121,China
124,1955,99,Male,-3.692,China
125,1955,100,Male,-0.0755,China
126,1956,4,Male,-54427.7115,China
127,1956,9,Male,-39815.498,China
128,1956,14,Male,-29756.8875,China
129,1956,19,Male,-28324.5245,China
130,1956,24,Male,-27308.045,China
131,1956,29,Male,-23759.4185,China
132,1956,34,Male,-20928.4735,China
133,1956,39,Male,-18328.043,China
134,1956,44,Male,-16831.856,China
135,1956,49,Male,-14520.176,China
136,1956,54,Male,-12781.056,China
137,1956,59,Male,-9942.6695,China
138,1956,64,Male,-7929.5495,China
139,1956,69,Male,-5461.2165,China
140,1956,74,Male,-3345.607,China
141,1956,79,Male,-1588.326,China
142,1956,84,Male,-684.8545,China
143,1956,89,Male,-212.841,China
144,1956,94,Male,-40.8025,China
145,1956,99,Male,-3.522,China
146,1956,100,Male,-0.0755,China
147,1957,4,Male,-55464.644,China
148,1957,9,Male,-42496.6955,China
149,1957,14,Male,-30771.8465,China
150,1957,19,Male,-28275.881,China
151,1957,24,Male,-27753.9885,China
152,1957,29,Male,-24282.09,China
153,1957,34,Male,-21273.482,China
154,1957,39,Male,-18578.391,China
155,1957,44,Male,-17085.3735,China
156,1957,49,Male,-14607.0135,China
157,1957,54,Male,-12857.4335,China
158,1957,59,Male,-10118.1275,China
159,1957,64,Male,-7962.623,China
160,1957,69,Male,-5441.6245,China
161,1957,74,Male,-3332.5265,China
162,1957,79,Male,-1626.541,China
163,1957,84,Male,-652.607,China
164,1957,89,Male,-203.929,China
165,1957,94,Male,-38.5785,China
166,1957,99,Male,-3.295,China
167,1957,100,Male,-0.0695,China
168,1958,4,Male,-56068.8375,China
169,1958,9,Male,-45185.647,China
170,1958,14,Male,-32308.7805,China
171,1958,19,Male,-28157.9115,China
172,1958,24,Male,-27911.412,China
173,1958,29,Male,-24873.6905,China
174,1958,34,Male,-21766.518,China
175,1958,39,Male,-18919.055,China
176,1958,44,Male,-17164.9865,China
177,1958,49,Male,-14826.095,China
178,1958,54,Male,-12887.8905,China
179,1958,59,Male,-10354.8655,China
180,1958,64,Male,-7949.3895,China
181,1958,69,Male,-5459.7035,China
182,1958,74,Male,-3340.291,China
183,1958,79,Male,-1663.3045,China
184,1958,84,Male,-620.3675,China
185,1958,89,Male,-196.41,China
186,1958,94,Male,-36.669,China
187,1958,99,Male,-3.0675,China
188,1958,100,Male,-0.0605,China
189,1959,4,Male,-54493.765,China
190,1959,9,Male,-47406.9165,China
191,1959,14,Male,-34077.6815,China
192,1959,19,Male,-28244.053,China
193,1959,24,Male,-27755.164,China
194,1959,29,Male,-25491.2245,China
195,1959,34,Male,-22127.24,China
196,1959,39,Male,-19379.7395,China
197,1959,44,Male,-17083.7035,China
198,1959,49,Male,-15090.5645,China
199,1959,54,Male,-12925.333,China
200,1959,59,Male,-10602.7395,China
201,1959,64,Male,-7859.7315,China
202,1959,69,Male,-5442.958,China
203,1959,74,Male,-3328.4455,China
204,1959,79,Male,-1651.6735,China
205,1959,84,Male,-588.445,China
206,1959,89,Male,-184.206,China
207,1959,94,Male,-34.0105,China
208,1959,99,Male,-2.7455,China
209,1959,100,Male,-0.049,China
210,1960,4,Male,-50498.58,China
211,1960,9,Male,-49096.884,China
212,1960,14,Male,-36145.323,China
213,1960,19,Male,-28492.059,China
214,1960,24,Male,-27550.8075,China
215,1960,29,Male,-25932.0845,China
216,1960,34,Male,-22407.7985,China
217,1960,39,Male,-19759.683,China
218,1960,44,Male,-17081.8625,China
219,1960,49,Male,-15271.532,China
220,1960,54,Male,-12909.974,China
221,1960,59,Male,-10724.846,China
222,1960,64,Male,-7732.7485,China
223,1960,69,Male,-5380.578,China
224,1960,74,Male,-3229.643,China
225,1960,79,Male,-1571.773,China
226,1960,84,Male,-557.486,China
227,1960,89,Male,-166.2615,China
228,1960,94,Male,-30.039,China
229,1960,99,Male,-2.309,China
230,1960,100,Male,-0.0295,China
231,1961,4,Male,-46298.3285,China
232,1961,9,Male,-50034.846,China
233,1961,14,Male,-38324.622,China
234,1961,19,Male,-28923.4645,China
235,1961,24,Male,-27475.923,China
236,1961,29,Male,-26330.4705,China
237,1961,34,Male,-22817.2935,China
238,1961,39,Male,-19984.0015,China
239,1961,44,Male,-17227.684,China
240,1961,49,Male,-15441.4175,China
241,1961,54,Male,-12856.6055,China
242,1961,59,Male,-10761.714,China
243,1961,64,Male,-7718.2815,China
244,1961,69,Male,-5340.784,China
245,1961,74,Male,-3111.8265,China
246,1961,79,Male,-1493.8295,China
247,1961,84,Male,-539.886,China
248,1961,89,Male,-150.155,China
249,1961,94,Male,-26.2905,China
250,1961,99,Male,-1.9125,China
251,1961,100,Male,-0.0165,China
252,1962,4,Male,-45004.8705,China
253,1962,9,Male,-50685.804,China
254,1962,14,Male,-40815.4335,China
255,1962,19,Male,-29870.3075,China
256,1962,24,Male,-27408.7615,China
257,1962,29,Male,-26735.1045,China
258,1962,34,Male,-23297.7075,China
259,1962,39,Male,-20298.0305,China
260,1962,44,Male,-17454.3015,China
261,1962,49,Male,-15661.457,China
262,1962,54,Male,-12923.9165,China
263,1962,59,Male,-10812.142,China
264,1962,64,Male,-7851.263,China
265,1962,69,Male,-5353.814,China
266,1962,74,Male,-3084.425,China
267,1962,79,Male,-1474.477,China
268,1962,84,Male,-540.474,China
269,1962,89,Male,-138.8495,China
270,1962,94,Male,-23.9295,China
271,1962,99,Male,-1.612,China
272,1962,100,Male,-0.01,China
273,1963,4,Male,-48429.331,China
274,1963,9,Male,-50779.5805,China
275,1963,14,Male,-43365.3625,China
276,1963,19,Male,-31340.7715,China
277,1963,24,Male,-27300.677,China
278,1963,29,Male,-26889.568,China
279,1963,34,Male,-23873.296,China
280,1963,39,Male,-20784.4815,China
281,1963,44,Male,-17800.543,China
282,1963,49,Male,-15763.988,China
283,1963,54,Male,-13154.325,China
284,1963,59,Male,-10874.0945,China
285,1963,64,Male,-8075.194,China
286,1963,69,Male,-5383.8385,China
287,1963,74,Male,-3117.905,China
288,1963,79,Male,-1491.3965,China
289,1963,84,Male,-547.76,China
290,1963,89,Male,-130.6855,China
291,1963,94,Male,-22.378,China
292,1963,99,Male,-1.406,China
293,1963,100,Male,-0.005,China
294,1964,4,Male,-54096.4885,China
295,1964,9,Male,-49276.8175,China
296,1964,14,Male,-45579.1545,China
297,1964,19,Male,-33087.835,China
298,1964,24,Male,-27421.254,China
299,1964,29,Male,-26776.1665,China
300,1964,34,Male,-24507.926,China
301,1964,39,Male,-21176.567,China
302,1964,44,Male,-18295.1305,China
303,1964,49,Male,-15757.097,China
304,1964,54,Male,-13468.183,China
305,1964,59,Male,-10986.2885,China
306,1964,64,Male,-8343.232,China
307,1964,69,Male,-5396.7125,China
308,1964,74,Male,-3160.6615,China
309,1964,79,Male,-1518.13,China
310,1964,84,Male,-548.604,China
311,1964,89,Male,-125.4795,China
312,1964,94,Male,-20.8365,China
313,1964,99,Male,-1.243,China
314,1964,100,Male,-0.0035,China
315,1965,4,Male,-59888.5635,China
316,1965,9,Male,-46501.535,China
317,1965,14,Male,-47521.8585,China
318,1965,19,Male,-35247.4855,China
319,1965,24,Male,-27756.853,China
320,1965,29,Male,-26677.1875,China
321,1965,34,Male,-25033.414,China
322,1965,39,Male,-21551.046,China
323,1965,44,Male,-18776.607,China
324,1965,49,Male,-15889.525,China
325,1965,54,Male,-13777.7425,China
326,1965,59,Male,-11126.019,China
327,1965,64,Male,-8582.1015,China
328,1965,69,Male,-5444.3555,China
329,1965,74,Male,-3224.4845,China
330,1965,79,Male,-1533.497,China
331,1965,84,Male,-544.9535,China
332,1965,89,Male,-124.8895,China
333,1965,94,Male,-19.4275,China
334,1965,99,Male,-1.1145,China
335,1965,100,Male,-0.002,China
336,1966,4,Male,-65792.406,China
337,1966,9,Male,-43671.738,China
338,1966,14,Male,-48790.3745,China
339,1966,19,Male,-37550.763,China
340,1966,24,Male,-28283.021,China
341,1966,29,Male,-26712.038,China
342,1966,34,Male,-25527.107,China
343,1966,39,Male,-22054.1555,China
344,1966,44,Male,-19112.6905,China
345,1966,49,Male,-16160.9935,China
346,1966,54,Male,-14077.4585,China
347,1966,59,Male,-11233.62,China
348,1966,64,Male,-8759.8255,China
349,1966,69,Male,-5574.177,China
350,1966,74,Male,-3303.1145,China
351,1966,79,Male,-1538.6815,China
352,1966,84,Male,-545.85,China
353,1966,89,Male,-127.7575,China
354,1966,94,Male,-18.446,China
355,1966,99,Male,-1.032,China
356,1966,100,Male,-0.002,China
357,1967,4,Male,-68977.6945,China
358,1967,9,Male,-42789.0335,China
359,1967,14,Male,-49584.7865,China
360,1967,19,Male,-40080.1895,China
361,1967,24,Male,-29273.585,China
362,1967,29,Male,-26712.813,China
363,1967,34,Male,-25983.7665,China
364,1967,39,Male,-22578.4675,China
365,1967,44,Male,-19480.0015,China
366,1967,49,Male,-16450.3345,China
367,1967,54,Male,-14357.7395,China
368,1967,59,Male,-11379.907,China
369,1967,64,Male,-8886.4805,China
370,1967,69,Male,-5755.525,China
371,1967,74,Male,-3375.2325,China
372,1967,79,Male,-1561.3625,China
373,1967,84,Male,-556.3625,China
374,1967,89,Male,-131.4615,China
375,1967,94,Male,-17.6855,China
376,1967,99,Male,-1,China
377,1967,100,Male,-0.0015,China
378,1968,4,Male,-68992.0515,China
379,1968,9,Male,-45945.8205,China
380,1968,14,Male,-49723.549,China
381,1968,19,Male,-42619.5675,China
382,1968,24,Male,-30753.383,China
383,1968,29,Male,-26651.1875,China
384,1968,34,Male,-26174.53,China
385,1968,39,Male,-23171.669,China
386,1968,44,Male,-19985.2535,China
387,1968,49,Male,-16823.14,China
388,1968,54,Male,-14498.819,China
389,1968,59,Male,-11638.6035,China
390,1968,64,Male,-8994.5225,China
391,1968,69,Male,-5976.888,China
392,1968,74,Male,-3441.6085,China
393,1968,79,Male,-1604.0415,China
394,1968,84,Male,-575.154,China
395,1968,89,Male,-135.1235,China
396,1968,94,Male,-17.1695,China
397,1968,99,Male,-0.997,China
398,1968,100,Male,-0.002,China
399,1969,4,Male,-69077.008,China
400,1969,9,Male,-51420.627,China
401,1969,14,Male,-48299.8045,China
402,1969,19,Male,-44829.741,China
403,1969,24,Male,-32500.817,China
404,1969,29,Male,-26809.877,China
405,1969,34,Male,-26102.317,China
406,1969,39,Male,-23822.1475,China
407,1969,44,Male,-20399.1265,China
408,1969,49,Male,-17337.358,China
409,1969,54,Male,-14542.92,China
410,1969,59,Male,-11974.703,China
411,1969,64,Male,-9150.0745,China
412,1969,69,Male,-6229.932,China
413,1969,74,Male,-3498.457,China
414,1969,79,Male,-1653.6875,China
415,1969,84,Male,-597.642,China
416,1969,89,Male,-137.2445,China
417,1969,94,Male,-17.021,China
418,1969,99,Male,-0.9585,China
419,1969,100,Male,-0.0025,China
420,1970,4,Male,-69832.6815,China
421,1970,9,Male,-57159.7515,China
422,1970,14,Male,-45620.8315,China
423,1970,19,Male,-46770.006,China
424,1970,24,Male,-34649.5785,China
425,1970,29,Male,-27170.6725,China
426,1970,34,Male,-26037.7635,China
427,1970,39,Male,-24362.8965,China
428,1970,44,Male,-20793.3605,China
429,1970,49,Male,-17838.583,China
430,1970,54,Male,-14717.5185,China
431,1970,59,Male,-12306.513,China
432,1970,64,Male,-9329.5705,China
433,1970,69,Male,-6461.9935,China
434,1970,74,Male,-3579.791,China
435,1970,79,Male,-1715.5405,China
436,1970,84,Male,-614.4315,China
437,1970,89,Male,-138.8755,China
438,1970,94,Male,-17.49,China
439,1970,99,Male,-0.893,China
440,1970,100,Male,-0.0015,China
441,1971,4,Male,-70497.4765,China
442,1971,9,Male,-63043.8865,China
443,1971,14,Male,-42880.4465,China
444,1971,19,Male,-48046.2005,China
445,1971,24,Male,-36935.2575,China
446,1971,29,Male,-27709.628,China
447,1971,34,Male,-26097.223,China
448,1971,39,Male,-24869.121,China
449,1971,44,Male,-21308.1915,China
450,1971,49,Male,-18199.6025,China
451,1971,54,Male,-15021.8975,China
452,1971,59,Male,-12629.11,China
453,1971,64,Male,-9483.507,China
454,1971,69,Male,-6655.0045,China
455,1971,74,Male,-3720.1645,China
456,1971,79,Male,-1788.4635,China
457,1971,84,Male,-628.0825,China
458,1971,89,Male,-142.9685,China
459,1971,94,Male,-18.439,China
460,1971,99,Male,-0.8335,China
461,1971,100,Male,-0.0015,China
462,1972,4,Male,-71059.671,China
463,1972,9,Male,-66316.2305,China
464,1972,14,Male,-42040.206,China
465,1972,19,Male,-48855.2675,China
466,1972,24,Male,-39440.708,China
467,1972,29,Male,-28696.0225,China
468,1972,34,Male,-26116.798,China
469,1972,39,Male,-25335.327,China
470,1972,44,Male,-21840.6695,China
471,1972,49,Male,-18587.6175,China
472,1972,54,Male,-15342.2745,China
473,1972,59,Male,-12934.3335,China
474,1972,64,Male,-9670.4135,China
475,1972,69,Male,-6813.6335,China
476,1972,74,Male,-3896.7235,China
477,1972,79,Male,-1862.6455,China
478,1972,84,Male,-651.486,China
479,1972,89,Male,-150.509,China
480,1972,94,Male,-19.42,China
481,1972,99,Male,-0.7865,China
482,1972,100,Male,-0.0015,China
483,1973,4,Male,-70615.446,China
484,1973,9,Male,-66448.1015,China
485,1973,14,Male,-45164.3365,China
486,1973,19,Male,-49018.5485,China
487,1973,24,Male,-41957.1255,China
488,1973,29,Male,-30158.0405,China
489,1973,34,Male,-26071.3155,China
490,1973,39,Male,-25540.147,China
491,1973,44,Male,-22440.301,China
492,1973,49,Male,-19106.058,China
493,1973,54,Male,-15739.7825,China
494,1973,59,Male,-13115.4165,China
495,1973,64,Male,-9956.421,China
496,1973,69,Male,-6963.0445,China
497,1973,74,Male,-4101.7555,China
498,1973,79,Male,-1938.031,China
499,1973,84,Male,-685.8865,China
500,1973,89,Male,-160.9,China
501,1973,94,Male,-20.404,China
502,1973,99,Male,-0.771,China
503,1973,100,Male,-0.0015,China
504,1974,4,Male,-68734.947,China
505,1974,9,Male,-66632.6545,China
506,1974,14,Male,-50581.244,China
507,1974,19,Male,-47642.1015,China
508,1974,24,Male,-44154.2885,China
509,1974,29,Male,-31885.91,China
510,1974,34,Male,-26242.8435,China
511,1974,39,Male,-25488.61,China
512,1974,44,Male,-23096.383,China
513,1974,49,Male,-19536.5625,China
514,1974,54,Male,-16270.495,China
515,1974,59,Male,-13210.9285,China
516,1974,64,Male,-10312.435,China
517,1974,69,Male,-7153.2475,China
518,1974,74,Male,-4326.2635,China
519,1974,79,Male,-2008.412,China
520,1974,84,Male,-724.237,China
521,1974,89,Male,-172.2635,China
522,1974,94,Male,-21.209,China
523,1974,99,Male,-0.7975,China
524,1974,100,Male,-0.0015,China
525,1975,4,Male,-65755.6005,China
526,1975,9,Male,-67514.8105,China
527,1975,14,Male,-56272.9925,China
528,1975,19,Male,-45025.4625,China
529,1975,24,Male,-46091.6985,China
530,1975,29,Male,-34018.9055,China
531,1975,34,Male,-26617.399,China
532,1975,39,Male,-25447.232,China
533,1975,44,Male,-23647.0475,China
534,1975,49,Male,-19947.8845,China
535,1975,54,Male,-16788.9485,China
536,1975,59,Male,-13425.0415,China
537,1975,64,Male,-10659.837,China
538,1975,69,Male,-7359.341,China
539,1975,74,Male,-4532.8955,China
540,1975,79,Male,-2091.999,China
541,1975,84,Male,-767.2525,China
542,1975,89,Male,-181.151,China
543,1975,94,Male,-22.0675,China
544,1975,99,Male,-0.8915,China
545,1975,100,Male,-0.001,China
546,1976,4,Male,-62137.6915,China
547,1976,9,Male,-68333.6205,China
548,1976,14,Male,-62117.17,China
549,1976,19,Male,-42345.7785,China
550,1976,24,Male,-47381.442,China
551,1976,29,Male,-36298.2845,China
552,1976,34,Male,-27174.255,China
553,1976,39,Male,-25532.0385,China
554,1976,44,Male,-24166.5515,China
555,1976,49,Male,-20473.84,China
556,1976,54,Male,-17172.0905,China
557,1976,59,Male,-13755.42,China
558,1976,64,Male,-10990.6545,China
559,1976,69,Male,-7539.7255,China
560,1976,74,Male,-4711.3045,China
561,1976,79,Male,-2209.069,China
562,1976,84,Male,-814.364,China
563,1976,89,Male,-188.625,China
564,1976,94,Male,-23.492,China
565,1976,99,Male,-1.0315,China
566,1976,100,Male,-0.0015,China
567,1977,4,Male,-58549.822,China
568,1977,9,Male,-69076.0555,China
569,1977,14,Male,-65391.2565,China
570,1977,19,Male,-41540.0865,China
571,1977,24,Male,-48217.4975,China
572,1977,29,Male,-38804.168,China
573,1977,34,Male,-28177.206,China
574,1977,39,Male,-25582.242,China
575,1977,44,Male,-24649.579,China
576,1977,49,Male,-21017.0005,China
577,1977,54,Male,-17578.0605,China
578,1977,59,Male,-14098.8335,China
579,1977,64,Male,-11302.335,China
580,1977,69,Male,-7742.957,China
581,1977,74,Male,-4865.1115,China
582,1977,79,Male,-2345.9305,China
583,1977,84,Male,-863.276,China
584,1977,89,Male,-199.559,China
585,1977,94,Male,-25.5985,China
586,1977,99,Male,-1.178,China
587,1977,100,Male,-0.0015,China
588,1978,4,Male,-55036.933,China
589,1978,9,Male,-68816.5525,China
590,1978,14,Male,-65565.269,China
591,1978,19,Male,-44649.869,China
592,1978,24,Male,-48416.434,China
593,1978,29,Male,-41325.382,China
594,1978,34,Male,-29649.107,China
595,1978,39,Male,-25569.756,China
596,1978,44,Male,-24879.5905,China
597,1978,49,Male,-21626.052,China
598,1978,54,Male,-18106.042,China
599,1978,59,Male,-14511.2835,China
600,1978,64,Male,-11505.362,China
601,1978,69,Male,-8025.8385,China
602,1978,74,Male,-5013.9,China
603,1978,79,Male,-2498.1615,China
604,1978,84,Male,-914.049,China
605,1978,89,Male,-214.383,China
606,1978,94,Male,-28.1785,China
607,1978,99,Male,-1.3085,China
608,1978,100,Male,-0.003,China
609,1979,4,Male,-52442.824,China
610,1979,9,Male,-67133.9405,China
611,1979,14,Male,-65789.2635,China
612,1979,19,Male,-50029.834,China
613,1979,24,Male,-47087.633,China
614,1979,29,Male,-43530.7765,China
615,1979,34,Male,-31380.912,China
616,1979,39,Male,-25768.65,China
617,1979,44,Male,-24858.544,China
618,1979,49,Male,-22288.9055,China
619,1979,54,Male,-18549.257,China
620,1979,59,Male,-15046.3625,China
621,1979,64,Male,-11637.0185,China
622,1979,69,Male,-8367.1795,China
623,1979,74,Male,-5195.0675,China
624,1979,79,Male,-2659.4475,China
625,1979,84,Male,-962.0995,China
626,1979,89,Male,-230.5215,China
627,1979,94,Male,-30.781,China
628,1979,99,Male,-1.402,China
629,1979,100,Male,-0.006,China
630,1980,4,Male,-51356.9615,China
631,1980,9,Male,-64362.4715,China
632,1980,14,Male,-66704.4995,China
633,1980,19,Male,-55686.8365,China
634,1980,24,Male,-44525.4825,China
635,1980,29,Male,-45474.6275,China
636,1980,34,Male,-33510.3115,China
637,1980,39,Male,-26163.8135,China
638,1980,44,Male,-24845.4095,China
639,1980,49,Male,-22848.856,China
640,1980,54,Male,-18973.452,China
641,1980,59,Male,-15570.9655,China
642,1980,64,Male,-11877.4785,China
643,1980,69,Male,-8700.1775,China
644,1980,74,Male,-5389.204,China
645,1980,79,Male,-2809.7855,China
646,1980,84,Male,-1017.6495,China
647,1980,89,Male,-248.3855,China
648,1980,94,Male,-32.7595,China
649,1980,99,Male,-1.4975,China
650,1980,100,Male,-0.008,China
651,1981,4,Male,-51536.673,China
652,1981,9,Male,-60934.6135,China
653,1981,14,Male,-67555.135,China
654,1981,19,Male,-61496.0645,China
655,1981,24,Male,-41892.1605,China
656,1981,29,Male,-46771.108,China
657,1981,34,Male,-35778.904,China
658,1981,39,Male,-26733.284,China
659,1981,44,Male,-24952.318,China
660,1981,49,Male,-23376.0175,China
661,1981,54,Male,-19502.0135,China
662,1981,59,Male,-15966.41,China
663,1981,64,Male,-12220.14,China
664,1981,69,Male,-9014.8735,China
665,1981,74,Male,-5563.2155,China
666,1981,79,Male,-2944.861,China
667,1981,84,Male,-1090.836,China
668,1981,89,Male,-267.9155,China
669,1981,94,Male,-34.4505,China
670,1981,99,Male,-1.637,China
671,1981,100,Male,-0.009,China
672,1982,4,Male,-53028.3895,China
673,1982,9,Male,-57502.756,China
674,1982,14,Male,-68328.954,China
675,1982,19,Male,-64759.61,China
676,1982,24,Male,-41109.626,China
677,1982,29,Male,-47613.7555,China
678,1982,34,Male,-38265.673,China
679,1982,39,Male,-27736.3385,China
680,1982,44,Male,-25021.6755,China
681,1982,49,Male,-23865.0575,China
682,1982,54,Male,-20043.618,China
683,1982,59,Male,-16379.166,China
684,1982,64,Male,-12572.499,China
685,1982,69,Male,-9312.1755,China
686,1982,74,Male,-5753.3085,China
687,1982,79,Male,-3066.3555,China
688,1982,84,Male,-1173.8245,China
689,1982,89,Male,-289.009,China
690,1982,94,Male,-36.9975,China
691,1982,99,Male,-1.827,China
692,1982,100,Male,-0.0085,China
693,1983,4,Male,-54668.819,China
694,1983,9,Male,-54117.0135,China
695,1983,14,Male,-68110.829,China
696,1983,19,Male,-64951.5285,China
697,1983,24,Male,-44204.0535,China
698,1983,29,Male,-47824.1755,China
699,1983,34,Male,-40766.1055,China
700,1983,39,Male,-29197.078,China
701,1983,44,Male,-25027.482,China
702,1983,49,Male,-24108.7535,China
703,1983,54,Male,-20649.4705,China
704,1983,59,Male,-16903.9885,China
705,1983,64,Male,-12984.8075,China
706,1983,69,Male,-9521.4975,China
707,1983,74,Male,-6005.503,China
708,1983,79,Male,-3187.8535,China
709,1983,84,Male,-1264.172,China
710,1983,89,Male,-311.627,China
711,1983,94,Male,-40.4695,China
712,1983,99,Male,-2.045,China
713,1983,100,Male,-0.0085,China
714,1984,4,Male,-55651.9755,China
715,1984,9,Male,-51608.82,China
716,1984,14,Male,-66479.7165,China
717,1984,19,Male,-65193.193,China
718,1984,24,Male,-49544.8875,China
719,1984,29,Male,-46522.2115,China
720,1984,34,Male,-42954.901,China
721,1984,39,Male,-30912.3865,China
722,1984,44,Male,-25239.0425,China
723,1984,49,Male,-24108.5885,China
724,1984,54,Male,-21306.715,China
725,1984,59,Male,-17348.633,China
726,1984,64,Male,-13508.4215,China
727,1984,69,Male,-9676.742,China
728,1984,74,Male,-6305.8225,China
729,1984,79,Male,-3333.939,China
730,1984,84,Male,-1357.557,China
731,1984,89,Male,-333.357,China
732,1984,94,Male,-44.2535,China
733,1984,99,Male,-2.2465,China
734,1984,100,Male,-0.0085,China
735,1985,4,Male,-56802.739,China
736,1985,9,Male,-50573.2445,China
737,1985,14,Male,-63765.19,China
738,1985,19,Male,-66121.8675,China
739,1985,24,Male,-55158.4615,China
740,1985,29,Male,-43999.0315,China
741,1985,34,Male,-44884.618,China
742,1985,39,Male,-33021.1625,China
743,1985,44,Male,-25642.571,China
744,1985,49,Male,-24115.871,China
745,1985,54,Male,-21864.9625,China
746,1985,59,Male,-17775.0375,China
747,1985,64,Male,-14025.001,China
748,1985,69,Male,-9927.387,China
749,1985,74,Male,-6598.4485,China
750,1985,79,Male,-3489.623,China
751,1985,84,Male,-1444.988,China
752,1985,89,Male,-358.227,China
753,1985,94,Male,-48.4385,China
754,1985,99,Male,-2.378,China
755,1985,100,Male,-0.009,China
756,1986,4,Male,-58347.622,China
757,1986,9,Male,-50779.2805,China
758,1986,14,Male,-60395.305,China
759,1986,19,Male,-66987.926,China
760,1986,24,Male,-60921.5795,China
761,1986,29,Male,-41402.961,China
762,1986,34,Male,-46174.284,China
763,1986,39,Male,-35267.9035,China
